,site_name,site_id,ccamlr_region,longitude_epsg_4326,latitude_epsg_4326,common_name,day,month,year,season_starting,penguin_count,accuracy,count_type,vantage,e_n
216,Barton Peninsula,BART,48.1,-58.791000000000004,-62.224,chinstrap penguin,,,2008,2008,2632.0,2.0,nests,ground,0.1
217,Barton Peninsula,BART,48.1,-58.791000000000004,-62.224,gentoo penguin,,,2008,2008,1573.0,2.0,nests,,0.1
218,Barton Peninsula,BART,48.1,-58.791000000000004,-62.224,chinstrap penguin,,,2009,2009,2572.0,2.0,nests,ground,0.1
219,Barton Peninsula,BART,48.1,-58.791000000000004,-62.224,gentoo penguin,,,2009,2009,2289.0,2.0,nests,,0.1
220,Barton Peninsula,BART,48.1,-58.791000000000004,-62.224,chinstrap penguin,,,2010,2010,2612.0,2.0,nests,ground,0.1
221,Barton Peninsula,BART,48.1,-58.791000000000004,-62.224,gentoo penguin,,,2010,2010,2351.0,2.0,nests,,0.1
222,Barton Peninsula,BART,48.1,-58.791000000000004,-62.224,chinstrap penguin,,,2011,2011,3161.0,2.0,nests,ground,0.1
223,Barton Peninsula,BART,48.1,-58.791000000000004,-62.224,gentoo penguin,,,2011,2011,2212.0,2.0,nests,,0.1
224,Barton Peninsula,BART,48.1,-58.791000000000004,-62.224,chinstrap penguin,,,2012,2012,3332.0,2.0,nests,ground,0.1
225,Barton Peninsula,BART,48.1,-58.791000000000004,-62.224,gentoo penguin,,,2012,2012,2496.0,2.0,nests,,0.1
226,Barton Peninsula,BART,48.1,-58.791000000000004,-62.224,chinstrap penguin,,,2013,2013,3157.0,2.0,nests,ground,0.1
227,Barton Peninsula,BART,48.1,-58.791000000000004,-62.224,gentoo penguin,,,2013,2013,2378.0,2.0,nests,,0.1
228,Cape Batterbee,BATT,58.4.2,53.8129,-65.842,adelie penguin,3.0,2.0,2011,2010,30746.0,5.0,nests,vhr,0.9
229,Beagle Island,BEAG,48.1,-54.6675,-63.4139,adelie penguin,22.0,1.0,2011,2010,96892.0,5.0,nests,vhr,0.9
230,Beaufort Island North,BEAN,88.1,166.88099999999997,-76.9288,adelie penguin,,12.0,2004,2004,460.0,2.0,nests,aerial,0.1
231,Beaufort Island North,BEAN,88.1,166.88099999999997,-76.9288,adelie penguin,,12.0,2005,2005,491.0,2.0,nests,aerial,0.1
232,Beaufort Island North,BEAN,88.1,166.88099999999997,-76.9288,adelie penguin,,12.0,2008,2008,544.0,2.0,nests,aerial,0.1
233,Beaufort Island North,BEAN,88.1,166.88099999999997,-76.9288,adelie penguin,12.0,12.0,2010,2010,752.0,5.0,nests,vhr,0.9
234,Beaufort Island North,BEAN,88.1,166.88099999999997,-76.9288,adelie penguin,,12.0,2010,2010,957.0,2.0,nests,aerial,0.1
235,Beaufort Island North,BEAN,88.1,166.88099999999997,-76.9288,adelie penguin,,12.0,2013,2013,989.0,2.0,nests,aerial,0.1
236,Beaufort Island,BEAU,88.1,166.8978,-76.9694,adelie penguin,,,1981,1981,34600.0,1.0,adults,,0.05
237,Beaufort Island,BEAU,88.1,166.8978,-76.9694,adelie penguin,,12.0,1983,1983,40625.0,2.0,nests,aerial,0.1
238,Beaufort Island,BEAU,88.1,166.8978,-76.9694,adelie penguin,,12.0,1984,1984,36741.0,2.0,nests,aerial,0.1
239,Beaufort Island,BEAU,88.1,166.8978,-76.9694,adelie penguin,,12.0,1985,1985,39985.0,2.0,nests,aerial,0.1
240,Beaufort Island,BEAU,88.1,166.8978,-76.9694,adelie penguin,,12.0,1986,1986,53079.0,2.0,nests,aerial,0.1
241,Beaufort Island,BEAU,88.1,166.8978,-76.9694,adelie penguin,,12.0,1987,1987,46001.0,2.0,nests,aerial photo,0.1
242,Beaufort Island,BEAU,88.1,166.8978,-76.9694,adelie penguin,,12.0,1988,1988,43336.0,2.0,nests,aerial,0.1
243,Beaufort Island,BEAU,88.1,166.8978,-76.9694,adelie penguin,,12.0,1989,1989,42561.0,2.0,nests,aerial,0.1
244,Beaufort Island,BEAU,88.1,166.8978,-76.9694,adelie penguin,,12.0,1990,1990,27953.0,2.0,nests,aerial,0.1
245,Beaufort Island,BEAU,88.1,166.8978,-76.9694,adelie penguin,,12.0,1991,1991,37668.0,2.0,nests,aerial,0.1
246,Beaufort Island,BEAU,88.1,166.8978,-76.9694,adelie penguin,,12.0,1992,1992,36155.0,2.0,nests,aerial,0.1
247,Beaufort Island,BEAU,88.1,166.8978,-76.9694,adelie penguin,,12.0,1996,1996,21147.0,2.0,nests,aerial,0.1
248,Beaufort Island,BEAU,88.1,166.8978,-76.9694,adelie penguin,,12.0,1998,1998,21285.0,2.0,nests,aerial,0.1
249,Beaufort Island,BEAU,88.1,166.8978,-76.9694,adelie penguin,,12.0,2004,2004,47725.0,2.0,nests,aerial,0.1
250,Beaufort Island,BEAU,88.1,166.8978,-76.9694,adelie penguin,,12.0,2005,2005,52335.0,2.0,nests,aerial,0.1
251,Beaufort Island,BEAU,88.1,166.8978,-76.9694,adelie penguin,,12.0,2006,2006,48039.0,2.0,nests,aerial,0.1
252,Beaufort Island,BEAU,88.1,166.8978,-76.9694,adelie penguin,,12.0,2008,2008,45561.0,2.0,nests,aerial,0.1
253,Beaufort Island,BEAU,88.1,166.8978,-76.9694,adelie penguin,12.0,12.0,2010,2010,61106.0,5.0,nests,vhr,0.9
254,Beaufort Island,BEAU,88.1,166.8978,-76.9694,adelie penguin,,12.0,2010,2010,63760.0,2.0,nests,aerial,0.1
255,Beaufort Island,BEAU,88.1,166.8978,-76.9694,adelie penguin,,12.0,2013,2013,70468.0,2.0,nests,aerial,0.1
256,Beaver Rocks,BEAV,48.1,-59.361999999999995,-63.678999999999995,chinstrap penguin,18.0,1.0,1987,1986,100.0,4.0,nests,ground,0.5
257,Bechervaise Island,BECH,58.4.2,62.8167,-67.5833,adelie penguin,,,1990,1990,1791.0,1.0,nests,ground,0.05
258,Bechervaise Island,BECH,58.4.2,62.8167,-67.5833,adelie penguin,,,1990,1990,1498.0,1.0,chicks,ground,0.05
259,Bechervaise Island,BECH,58.4.2,62.8167,-67.5833,adelie penguin,,,1991,1991,1829.0,1.0,nests,ground,0.05
260,Bechervaise Island,BECH,58.4.2,62.8167,-67.5833,adelie penguin,,,1991,1991,1304.0,1.0,chicks,ground,0.05
261,Bechervaise Island,BECH,58.4.2,62.8167,-67.5833,adelie penguin,,,1992,1992,1485.0,1.0,nests,ground,0.05
262,Bechervaise Island,BECH,58.4.2,62.8167,-67.5833,adelie penguin,,,1992,1992,1190.0,1.0,chicks,ground,0.05
263,Bechervaise Island,BECH,58.4.2,62.8167,-67.5833,adelie penguin,,,1993,1993,1711.0,1.0,nests,ground,0.05
264,Bechervaise Island,BECH,58.4.2,62.8167,-67.5833,adelie penguin,,,1993,1993,1816.0,1.0,chicks,ground,0.05
265,Bechervaise Island,BECH,58.4.2,62.8167,-67.5833,adelie penguin,,,1994,1994,1736.0,1.0,nests,ground,0.05
266,Bechervaise Island,BECH,58.4.2,62.8167,-67.5833,adelie penguin,,,1994,1994,34.0,1.0,chicks,ground,0.05
267,Bechervaise Island,BECH,58.4.2,62.8167,-67.5833,adelie penguin,,,1995,1995,1813.0,1.0,nests,ground,0.05
268,Bechervaise Island,BECH,58.4.2,62.8167,-67.5833,adelie penguin,,,1995,1995,727.0,1.0,chicks,ground,0.05
269,Bechervaise Island,BECH,58.4.2,62.8167,-67.5833,adelie penguin,,,1996,1996,1873.0,1.0,nests,ground,0.05
270,Bechervaise Island,BECH,58.4.2,62.8167,-67.5833,adelie penguin,,,1996,1996,1750.0,1.0,chicks,ground,0.05
271,Bechervaise Island,BECH,58.4.2,62.8167,-67.5833,adelie penguin,,,1997,1997,1933.0,1.0,nests,ground,0.05
272,Bechervaise Island,BECH,58.4.2,62.8167,-67.5833,adelie penguin,,,1997,1997,1556.0,1.0,chicks,ground,0.05
273,Bechervaise Island,BECH,58.4.2,62.8167,-67.5833,adelie penguin,,,1998,1998,1880.0,1.0,nests,ground,0.05
274,Bechervaise Island,BECH,58.4.2,62.8167,-67.5833,adelie penguin,,,1998,1998,720.0,1.0,chicks,ground,0.05
275,Bechervaise Island,BECH,58.4.2,62.8167,-67.5833,adelie penguin,,,1999,1999,1836.0,1.0,nests,ground,0.05
276,Bechervaise Island,BECH,58.4.2,62.8167,-67.5833,adelie penguin,,,1999,1999,990.0,1.0,chicks,ground,0.05
277,Bechervaise Island,BECH,58.4.2,62.8167,-67.5833,adelie penguin,,,2000,2000,1939.0,1.0,nests,ground,0.05
278,Bechervaise Island,BECH,58.4.2,62.8167,-67.5833,adelie penguin,,,2000,2000,1697.0,1.0,chicks,ground,0.05
279,Bechervaise Island,BECH,58.4.2,62.8167,-67.5833,adelie penguin,,,2001,2001,2207.0,1.0,nests,ground,0.05
280,Bechervaise Island,BECH,58.4.2,62.8167,-67.5833,adelie penguin,,,2001,2001,2264.0,1.0,chicks,ground,0.05
281,Bell Island,BELI,48.1,-61.9976,-64.2782,chinstrap penguin,29.0,1.0,1986,1985,25.0,4.0,nests,ground,0.5
282,Bell Point,BELL,48.1,-58.888999999999996,-62.119,chinstrap penguin,,,1980,1980,3274.0,2.0,nests,ground,0.1
283,Cape Belsham,BELS,48.1,-54.883,-61.096000000000004,chinstrap penguin,6.0,3.0,1971,1970,7000.0,4.0,nests,ground,0.5
284,Beneden Head,BENE,48.1,-62.701,-64.7671,gentoo penguin,30.0,1.0,1986,1985,700.0,3.0,chicks,ground,0.25
285,Beneden Head,BENE,48.1,-62.701,-64.7671,gentoo penguin,22.0,11.0,2006,2006,450.0,4.0,nests,ground,0.5
286,Beneden Head,BENE,48.1,-62.701,-64.7671,gentoo penguin,13.0,12.0,2006,2006,640.0,3.0,nests,ground,0.25
287,Beneden Head,BENE,48.1,-62.701,-64.7671,gentoo penguin,26.0,12.0,2007,2007,1098.0,1.0,nests,ground,0.05
288,Beneden Head,BENE,48.1,-62.701,-64.7671,gentoo penguin,2.0,2.0,2009,2008,981.0,1.0,chicks,ground,0.05
289,Beneden Head,BENE,48.1,-62.701,-64.7671,gentoo penguin,31.0,1.0,2012,2011,1720.0,1.0,chicks,ground,0.05
290,Beneden Head,BENE,48.1,-62.701,-64.7671,gentoo penguin,11.0,12.0,2011,2011,1088.0,1.0,nests,ground,0.05
291,Beneden Head,BENE,48.1,-62.701,-64.7671,gentoo penguin,22.0,12.0,2013,2013,706.0,1.0,nests,ground,0.05
294,Cape Bennett,BENN,48.2,-45.236000000000004,-60.62,chinstrap penguin,31.0,12.0,1983,1983,7250.0,4.0,nests,ground,0.5
295,Benten,BENT,58.4.2,39.25,-69.0417,adelie penguin,24.0,11.0,1981,1981,12.0,1.0,adults,aerial,0.05
296,Benten,BENT,58.4.2,39.25,-69.0417,adelie penguin,18.0,11.0,1982,1982,10.0,1.0,adults,ground,0.05
297,Benten,BENT,58.4.2,39.25,-69.0417,adelie penguin,,,1983,1983,8.0,1.0,adults,ground,0.05
298,Benten,BENT,58.4.2,39.25,-69.0417,adelie penguin,14.0,11.0,1984,1984,6.0,1.0,adults,aerial,0.05
299,Benten,BENT,58.4.2,39.25,-69.0417,adelie penguin,,,1989,1989,3.0,1.0,adults,ground,0.05
300,Benten,BENT,58.4.2,39.25,-69.0417,adelie penguin,,,1991,1991,2.0,1.0,adults,ground,0.05
301,Benten,BENT,58.4.2,39.25,-69.0417,adelie penguin,,,1995,1995,3.0,1.0,adults,ground,0.05
302,Benten,BENT,58.4.2,39.25,-69.0417,adelie penguin,,,1996,1996,2.0,1.0,adults,ground,0.05
303,Benten,BENT,58.4.2,39.25,-69.0417,adelie penguin,,,1997,1997,5.0,1.0,adults,ground,0.05
304,Benten,BENT,58.4.2,39.25,-69.0417,adelie penguin,,,1998,1998,9.0,1.0,adults,ground,0.05
305,Benten,BENT,58.4.2,39.25,-69.0417,adelie penguin,,,1999,1999,15.0,1.0,adults,ground,0.05
306,Benten,BENT,58.4.2,39.25,-69.0417,adelie penguin,,,2000,2000,11.0,1.0,adults,ground,0.05
307,Benten,BENT,58.4.2,39.25,-69.0417,adelie penguin,,,2001,2001,11.0,1.0,adults,ground,0.05
308,Benten,BENT,58.4.2,39.25,-69.0417,adelie penguin,,,2002,2002,18.0,1.0,adults,ground,0.05
309,Benten,BENT,58.4.2,39.25,-69.0417,adelie penguin,,,2003,2003,27.0,1.0,adults,ground,0.05
310,Benten,BENT,58.4.2,39.25,-69.0417,adelie penguin,,,2004,2004,23.0,1.0,adults,ground,0.05
311,Berkley/Cameron,BERK,58.4.1,110.64,-66.2163,adelie penguin,14.0,2.0,1980,1979,2928.0,3.0,adults,,0.25
312,Berkley/Cameron,BERK,58.4.1,110.64,-66.2163,adelie penguin,19.0,12.0,1989,1989,6488.0,2.0,nests,ground,0.1
313,Berkley/Cameron,BERK,58.4.1,110.64,-66.2163,adelie penguin,30.0,1.0,2011,2010,13423.0,5.0,nests,vhr,0.9
314,Bernardo O'Higgins Station,BERN,48.1,-57.9,-63.3209,gentoo penguin,2.0,12.0,1996,1996,,,nests,ground,
315,Berthelot Islands (excl. Green Island),BERT,48.1,-64.112,-65.333,adelie penguin,16.0,12.0,1982,1982,904.0,1.0,nests,ground,0.05
316,Berthelot Islands (excl. Green Island),BERT,48.1,-64.112,-65.333,adelie penguin,16.0,1.0,2007,2006,548.0,1.0,chicks,ground,0.05
317,Berthelot Islands (excl. Green Island),BERT,48.1,-64.112,-65.333,adelie penguin,25.0,12.0,2006,2006,402.0,1.0,nests,ground,0.05
318,Berthelot Islands (excl. Green Island),BERT,48.1,-64.112,-65.333,adelie penguin,,,2010,2010,346.0,1.0,nests,ground,0.05
319,Berthelot Islands (excl. Green Island),BERT,48.1,-64.112,-65.333,adelie penguin,6.0,1.0,2013,2012,313.0,1.0,nests,ground,0.05
320,Cape Bienvenue,BIEN,58.4.1,140.5252,-66.7203,adelie penguin,,,1984,1984,10000.0,5.0,adults,,0.9
321,Cape Bienvenue,BIEN,58.4.1,140.5252,-66.7203,adelie penguin,,,1997,1997,15023.0,2.0,nests,ground,0.1
322,Cape Bienvenue,BIEN,58.4.1,140.5252,-66.7203,adelie penguin,16.0,2.0,2011,2010,35466.0,5.0,nests,vhr,0.9
323,Biscoe Point,BISC,48.1,-63.7775,-64.8114,adelie penguin,,,1983,1983,3440.0,3.0,chicks,ground,0.25
324,Biscoe Point,BISC,48.1,-63.7775,-64.8114,adelie penguin,,,1984,1984,2754.0,1.0,nests,ground,0.05
325,Biscoe Point,BISC,48.1,-63.7775,-64.8114,gentoo penguin,,,1984,1984,0.0,1.0,nests,ground,0.05
326,Biscoe Point,BISC,48.1,-63.7775,-64.8114,adelie penguin,7.0,2.0,1987,1986,3000.0,3.0,nests,ground,0.25
327,Biscoe Point,BISC,48.1,-63.7775,-64.8114,gentoo penguin,,,1994,1994,14.0,1.0,nests,ground,0.05
328,Biscoe Point,BISC,48.1,-63.7775,-64.8114,gentoo penguin,,,1995,1995,33.0,1.0,nests,ground,0.05
329,Biscoe Point,BISC,48.1,-63.7775,-64.8114,adelie penguin,,,1996,1996,1801.0,1.0,nests,ground,0.05
330,Biscoe Point,BISC,48.1,-63.7775,-64.8114,gentoo penguin,,,1996,1996,45.0,1.0,nests,ground,0.05
331,Biscoe Point,BISC,48.1,-63.7775,-64.8114,gentoo penguin,,,1997,1997,56.0,1.0,nests,ground,0.05
332,Biscoe Point,BISC,48.1,-63.7775,-64.8114,gentoo penguin,,,1998,1998,26.0,1.0,nests,ground,0.05
333,Biscoe Point,BISC,48.1,-63.7775,-64.8114,adelie penguin,,,1999,1999,1665.0,1.0,nests,ground,0.05
334,Biscoe Point,BISC,48.1,-63.7775,-64.8114,gentoo penguin,,,1999,1999,149.0,1.0,nests,ground,0.05
335,Biscoe Point,BISC,48.1,-63.7775,-64.8114,adelie penguin,,,2000,2000,1335.0,1.0,nests,ground,0.05
336,Biscoe Point,BISC,48.1,-63.7775,-64.8114,gentoo penguin,,,2000,2000,296.0,1.0,nests,ground,0.05
337,Biscoe Point,BISC,48.1,-63.7775,-64.8114,adelie penguin,,,2001,2001,692.0,1.0,nests,ground,0.05
338,Biscoe Point,BISC,48.1,-63.7775,-64.8114,gentoo penguin,,,2001,2001,288.0,1.0,nests,ground,0.05
339,Biscoe Point,BISC,48.1,-63.7775,-64.8114,adelie penguin,,,2002,2002,1025.0,1.0,nests,ground,0.05
340,Biscoe Point,BISC,48.1,-63.7775,-64.8114,gentoo penguin,,,2002,2002,639.0,1.0,nests,ground,0.05
341,Biscoe Point,BISC,48.1,-63.7775,-64.8114,gentoo penguin,,,2003,2003,644.0,1.0,nests,ground,0.05
342,Biscoe Point,BISC,48.1,-63.7775,-64.8114,gentoo penguin,,,2004,2004,753.0,1.0,nests,ground,0.05
343,Biscoe Point,BISC,48.1,-63.7775,-64.8114,gentoo penguin,,,2005,2005,902.0,1.0,nests,ground,0.05
344,Biscoe Point,BISC,48.1,-63.7775,-64.8114,gentoo penguin,,,2006,2006,977.0,1.0,nests,ground,0.05
345,Biscoe Point,BISC,48.1,-63.7775,-64.8114,adelie penguin,,,2009,2009,594.0,1.0,nests,ground,0.05
346,Biscoe Point,BISC,48.1,-63.7775,-64.8114,gentoo penguin,,,2009,2009,2401.0,1.0,nests,ground,0.05
347,Biscoe Point,BISC,48.1,-63.7775,-64.8114,adelie penguin,15.0,12.0,2010,2010,531.0,1.0,nests,ground,0.05
348,Biscoe Point,BISC,48.1,-63.7775,-64.8114,adelie penguin,,,2010,2010,539.0,1.0,nests,ground,0.05
349,Biscoe Point,BISC,48.1,-63.7775,-64.8114,gentoo penguin,15.0,12.0,2010,2010,2372.0,1.0,nests,ground,0.05
350,Biscoe Point,BISC,48.1,-63.7775,-64.8114,gentoo penguin,,,2010,2010,2404.0,1.0,nests,ground,0.05
351,Biscoe Point,BISC,48.1,-63.7775,-64.8114,adelie penguin,,,2011,2011,567.0,1.0,nests,ground,0.05
352,Biscoe Point,BISC,48.1,-63.7775,-64.8114,gentoo penguin,,,2011,2011,3081.0,1.0,nests,ground,0.05
353,Biscoe Point,BISC,48.1,-63.7775,-64.8114,adelie penguin,,,2012,2012,522.0,1.0,nests,ground,0.05
354,Biscoe Point,BISC,48.1,-63.7775,-64.8114,gentoo penguin,,,2012,2012,3197.0,1.0,nests,ground,0.05
355,Blake Island,BLAK,48.1,-59.0303,-63.648999999999994,chinstrap penguin,18.0,1.0,1987,1986,10.0,3.0,nests,ground,0.25
356,Blake Island,BLAK,48.1,-59.0303,-63.648999999999994,chinstrap penguin,,,1990,1990,10.0,4.0,nests,,0.5
357,Bolingen/Lichen Island,BOLI,58.4.2,75.7474,-69.456,adelie penguin,15.0,12.0,1981,1981,465.0,1.0,nests,aerial,0.05
358,Bongrain Point (Pourquoi Pas Island),BONG,48.1,-67.7319,-67.7233,adelie penguin,9.0,2.0,1984,1983,700.0,4.0,nests,ground,0.5
359,Bongrain Point (Pourquoi Pas Island),BONG,48.1,-67.7319,-67.7233,adelie penguin,8.0,1.0,2008,2007,1424.0,1.0,nests,ground,0.05
360,Bongrain Point (Pourquoi Pas Island),BONG,48.1,-67.7319,-67.7233,adelie penguin,14.0,12.0,2008,2008,2859.0,1.0,nests,ground,0.05
361,Bongrain Point (Pourquoi Pas Island),BONG,48.1,-67.7319,-67.7233,adelie penguin,7.0,2.0,2010,2009,4094.0,2.0,chicks,ground,0.1
362,Bongrain Point (Pourquoi Pas Island),BONG,48.1,-67.7319,-67.7233,adelie penguin,3.0,1.0,2011,2010,2261.0,1.0,nests,ground,0.05
363,Bongrain Point (Pourquoi Pas Island),BONG,48.1,-67.7319,-67.7233,adelie penguin,11.0,1.0,2013,2012,2284.0,1.0,nests,ground,0.05
364,Cape Bowles,BOWL,48.1,-54.091,-61.316,adelie penguin,16.0,12.0,1976,1976,60.0,4.0,nests,ground,0.5
365,Cape Bowles,BOWL,48.1,-54.091,-61.316,chinstrap penguin,25.0,12.0,1976,1976,33000.0,4.0,nests,ground,0.5
366,Cape Bowles,BOWL,48.1,-54.091,-61.316,adelie penguin,12.0,12.0,2006,2006,395.0,5.0,nests,vhr,0.9
367,Boyer Rocks,BOYE,48.1,-59.0371,-63.58295,chinstrap penguin,18.0,1.0,1987,1986,200.0,4.0,nests,ground,0.5
368,Boyer Rocks,BOYE,48.1,-59.0371,-63.58295,chinstrap penguin,,,1990,1990,235.0,4.0,nests,,0.5
369,Byewater Point (south),BPTS,48.1,-61.52626899999999,-62.774694999999994,chinstrap penguin,4.0,2.0,1987,1986,2500.0,3.0,adults,ground,0.25
370,Brash Island,BRAS,48.1,-54.914167000000006,-63.386389,adelie penguin,24.0,2.0,2000,1999,166078.0,5.0,nests,landsat,0.9
371,Brattstrand Bluff,BRAT,58.4.2,76.9995,-69.2157,adelie penguin,15.0,12.0,1981,1981,5259.0,1.0,nests,aerial,0.05
372,Cape Bird Middle,BRDM,88.1,166.4187,-77.230393,adelie penguin,9.0,12.0,1983,1983,1882.0,1.0,nests,aerial photo,0.05
373,Cape Bird Middle,BRDM,88.1,166.4187,-77.230393,adelie penguin,,12.0,1983,1983,2237.0,2.0,nests,aerial,0.1
374,Cape Bird Middle,BRDM,88.1,166.4187,-77.230393,adelie penguin,,12.0,1984,1984,2033.0,2.0,nests,aerial,0.1
375,Cape Bird Middle,BRDM,88.1,166.4187,-77.230393,adelie penguin,,12.0,1985,1985,2679.0,2.0,nests,aerial,0.1
376,Cape Bird Middle,BRDM,88.1,166.4187,-77.230393,adelie penguin,,12.0,1986,1986,2878.0,2.0,nests,aerial,0.1
377,Cape Bird Middle,BRDM,88.1,166.4187,-77.230393,adelie penguin,,12.0,1987,1987,3134.0,2.0,nests,aerial,0.1
378,Cape Bird Middle,BRDM,88.1,166.4187,-77.230393,adelie penguin,,12.0,1988,1988,2648.0,2.0,nests,aerial,0.1
379,Cape Bird Middle,BRDM,88.1,166.4187,-77.230393,adelie penguin,,12.0,1989,1989,2392.0,2.0,nests,aerial,0.1
380,Cape Bird Middle,BRDM,88.1,166.4187,-77.230393,adelie penguin,,12.0,1990,1990,1609.0,2.0,nests,aerial,0.1
381,Cape Bird Middle,BRDM,88.1,166.4187,-77.230393,adelie penguin,,12.0,1991,1991,2008.0,2.0,nests,aerial,0.1
382,Cape Bird Middle,BRDM,88.1,166.4187,-77.230393,adelie penguin,,12.0,1992,1992,2501.0,2.0,nests,aerial,0.1
383,Cape Bird Middle,BRDM,88.1,166.4187,-77.230393,adelie penguin,,12.0,1993,1993,1438.0,2.0,nests,aerial,0.1
384,Cape Bird Middle,BRDM,88.1,166.4187,-77.230393,adelie penguin,,12.0,1994,1994,1875.0,2.0,nests,aerial,0.1
385,Cape Bird Middle,BRDM,88.1,166.4187,-77.230393,adelie penguin,,12.0,1995,1995,2490.0,2.0,nests,aerial,0.1
386,Cape Bird Middle,BRDM,88.1,166.4187,-77.230393,adelie penguin,,12.0,1996,1996,2299.0,2.0,nests,aerial,0.1
387,Cape Bird Middle,BRDM,88.1,166.4187,-77.230393,adelie penguin,,12.0,1997,1997,3212.0,2.0,nests,aerial,0.1
388,Cape Bird Middle,BRDM,88.1,166.4187,-77.230393,adelie penguin,,12.0,1998,1998,2632.0,2.0,nests,aerial,0.1
389,Cape Bird Middle,BRDM,88.1,166.4187,-77.230393,adelie penguin,,12.0,1999,1999,3333.0,2.0,nests,aerial,0.1
390,Cape Bird Middle,BRDM,88.1,166.4187,-77.230393,adelie penguin,,12.0,2000,2000,3316.0,2.0,nests,aerial,0.1
391,Cape Bird Middle,BRDM,88.1,166.4187,-77.230393,adelie penguin,,12.0,2001,2001,1834.0,2.0,nests,aerial,0.1
392,Cape Bird Middle,BRDM,88.1,166.4187,-77.230393,adelie penguin,,12.0,2002,2002,2357.0,2.0,nests,aerial,0.1
393,Cape Bird Middle,BRDM,88.1,166.4187,-77.230393,adelie penguin,,12.0,2003,2003,1886.0,2.0,nests,aerial,0.1
394,Cape Bird Middle,BRDM,88.1,166.4187,-77.230393,adelie penguin,,12.0,2004,2004,2674.0,2.0,nests,aerial,0.1
395,Cape Bird Middle,BRDM,88.1,166.4187,-77.230393,adelie penguin,,12.0,2005,2005,3965.0,2.0,nests,aerial,0.1
396,Cape Bird Middle,BRDM,88.1,166.4187,-77.230393,adelie penguin,,12.0,2006,2006,3261.0,2.0,nests,aerial,0.1
397,Cape Bird Middle,BRDM,88.1,166.4187,-77.230393,adelie penguin,,12.0,2007,2007,3443.0,2.0,nests,aerial,0.1
398,Cape Bird Middle,BRDM,88.1,166.4187,-77.230393,adelie penguin,,12.0,2009,2009,4333.0,2.0,nests,aerial,0.1
399,Cape Bird Middle,BRDM,88.1,166.4187,-77.230393,adelie penguin,,12.0,2010,2010,4518.0,2.0,nests,aerial,0.1
400,Cape Bird Middle,BRDM,88.1,166.4187,-77.230393,adelie penguin,,12.0,2011,2011,2534.0,2.0,nests,aerial,0.1
401,Cape Bird Middle,BRDM,88.1,166.4187,-77.230393,adelie penguin,,12.0,2012,2012,4912.0,2.0,nests,aerial,0.1
402,Cape Bird Middle,BRDM,88.1,166.4187,-77.230393,adelie penguin,,12.0,2013,2013,4343.0,2.0,nests,aerial,0.1
403,Cape Bird North,BRDN,88.1,166.44589,-77.214483,adelie penguin,,12.0,1982,1982,23307.0,2.0,nests,aerial,0.1
404,Cape Bird North,BRDN,88.1,166.44589,-77.214483,adelie penguin,9.0,12.0,1983,1983,26378.0,1.0,nests,aerial photo,0.05
405,Cape Bird North,BRDN,88.1,166.44589,-77.214483,adelie penguin,,12.0,1983,1983,31878.0,2.0,nests,aerial,0.1
406,Cape Bird North,BRDN,88.1,166.44589,-77.214483,adelie penguin,,12.0,1984,1984,27308.0,2.0,nests,aerial,0.1
407,Cape Bird North,BRDN,88.1,166.44589,-77.214483,adelie penguin,,12.0,1985,1985,36233.0,2.0,nests,aerial,0.1
408,Cape Bird North,BRDN,88.1,166.44589,-77.214483,adelie penguin,,12.0,1986,1986,37721.0,2.0,nests,aerial,0.1
409,Cape Bird North,BRDN,88.1,166.44589,-77.214483,adelie penguin,,12.0,1987,1987,41391.0,2.0,nests,aerial,0.1
410,Cape Bird North,BRDN,88.1,166.44589,-77.214483,adelie penguin,,12.0,1988,1988,33247.0,2.0,nests,aerial,0.1
411,Cape Bird North,BRDN,88.1,166.44589,-77.214483,adelie penguin,,12.0,1989,1989,27505.0,2.0,nests,aerial,0.1
412,Cape Bird North,BRDN,88.1,166.44589,-77.214483,adelie penguin,,12.0,1990,1990,22908.0,2.0,nests,aerial,0.1
413,Cape Bird North,BRDN,88.1,166.44589,-77.214483,adelie penguin,,12.0,1991,1991,24906.0,2.0,nests,aerial,0.1
414,Cape Bird North,BRDN,88.1,166.44589,-77.214483,adelie penguin,,12.0,1992,1992,28905.0,2.0,nests,aerial,0.1
415,Cape Bird North,BRDN,88.1,166.44589,-77.214483,adelie penguin,,12.0,1993,1993,14928.0,2.0,nests,aerial,0.1
416,Cape Bird North,BRDN,88.1,166.44589,-77.214483,adelie penguin,,12.0,1994,1994,21914.0,2.0,nests,aerial,0.1
417,Cape Bird North,BRDN,88.1,166.44589,-77.214483,adelie penguin,,12.0,1995,1995,24565.0,2.0,nests,aerial,0.1
418,Cape Bird North,BRDN,88.1,166.44589,-77.214483,adelie penguin,,12.0,1996,1996,23305.0,2.0,nests,aerial,0.1
419,Cape Bird North,BRDN,88.1,166.44589,-77.214483,adelie penguin,,12.0,1997,1997,32697.0,2.0,nests,aerial,0.1
420,Cape Bird North,BRDN,88.1,166.44589,-77.214483,adelie penguin,,12.0,1998,1998,25440.0,2.0,nests,aerial,0.1
421,Cape Bird North,BRDN,88.1,166.44589,-77.214483,adelie penguin,,12.0,1999,1999,32353.0,2.0,nests,aerial,0.1
